word,meaning
fasl,crop
fasl, harvest
fasl, yield
fasl, produce
fǝryād din,weep aloud
farιd,gents shawl
fatwā dʸun,to sentence
fatwā dʸun, pass judgment
fatwā dʸun, punish
fatwā dʸun, to verdict
fatāmand āsun,victorious
fatāmand āsun, winning
fatāmand āsun, successful
fatāmand āsun, champion
fatāmand āsun, glorious
fatah,victory
fatah, conquest
fatah, triumph
fatah, win
fatah, success
fatah karun,gain a victory
fātiyeh parun,worship for the peace of dead
fayāz,generous
fayāz, kind
fayāz, liberal
fǝkīr,beggar
fǝkīr, homeless person
fǝkīr, vagrant
fǝriftι karun,attracted
fǝriftι karun, fascinated
fǝriftι karun, engrossed
fǝriftι karun, mesmerized
fǝrištι,angel
fǝrištι, cherub
fǝrištι, cupid
firkι,clan
firkι, tribe
firkι, kinfolk
firkι, family
firkι, race
firkι, people
firkι, band
firkι, community
fuzūl,useless
fuzūl, ineffective
fuzūl, hopeless
fuzūl, of no use
fursat,break
fursat, chance
fursat, vacation
fursat, time off
fōran,instantly
fōran, at once
fōran, immediately
fōran, instantaneously
fιlēnʸ,referring to particular person
fə̄nī,mortal
fə̄nī, earthly
fə̄nī, worldly
fə̄nī, human
fə̄nī, life-threatening
fə̄slι karun,decide
fə̄slι karun, make a decision
fə̄slι karun, come to a decision
fə̄slι karun, choose
fə̄slι karun, settle on
fə̄slι karun, fix on
fə̄slι,decision
fə̄slι, choice
fə̄slι, judgment
fə̄slι, resolution
fə̄slι, assessment
fə̄slι, evaluation
fə̄slι,distance
fə̄slι, detachment
fə̄slι, remoteness
fə̄slι, reserve
fə̄slι, space
fə̄ydιmand,usefulness
fə̄ydιmand, helpfulness
fə̄ydιmand, effectiveness
fə̄ydιmand, efficacy
fə̄ydιmand, worth
gabι,quilt
gabι, woolen mat
gaḍur,goiter
gāḍ,fish
gāḍhāⁿzʸen,fisherwoman
gagar ʦʰal,trap to catch rats
gāḍιhə̄ⁿz,fisherman
gagrāy,thunder
gagrāy, rumble
gagrāy, noise after a flash of light
gagur,mouse
gagur, rat
gagιr,mice
gal,cheeks
galah,grain
gǝj,oven
galat,false
galat, fake
galat, untrue
galīz,filth
galāzat,filth
galāzat, dirt
galāzat, indignity
gālib yun,prevail
gālib yun, succeed
gālib yun, win through
galtī,mistake
galtī, fault
galtī, blunder
galun,decrease
galun, reduce
galun, diminish
galun, lessen
galun, decline
galun, shrink
galun, drop off
gālun,melt
gālun, dissolve
gālun, soften
gālun, liquefy
galwān,thug
galwān, bandit
galwān, criminal
galwān, heavy
galwān, hooligan
galwān, offender
galwān, lawbreaker
galitʰ gaʦʰun,disappear
galitʰ gaʦʰun, melt away
galitʰ gaʦʰun, vanish
galitʰ gaʦʰun, dissipate
gam barun,to grieve
gam barun, mourn
gam barun, feel sad
gam barun, be sad
gam kāsun,to remove grief
gam kʰʸun,to grieve
gam kʰʸun, mourn
gam kʰʸun, feel sad
gam kʰʸun, be sad
gamgīn,distressed
gamgīn, upset
gamgīn, troubled
gamgīn, concerned
gamgīn, worried
gamgīn, unhappy
gamgīn, bothered
gām,village
gām, rural community
gām, township
gamgīn āsun,upset
gamgīn āsun, worried
gamgīn āsun, unhappy
gamlι,vase
gamlι, bud vase
gamlι, urn
gān,underground
gān, ground floor
gam,sad
gam, cheerless
gam, depressing
gam, distressing
gam, miserable
gam, gloomy
gaⁿḍ,joint
gaⁿḍ, linkage
gaⁿḍ, bone joint
gaⁿḍ,knot
gaⁿḍun,betrothal
gaⁿḍun, engagement
gaⁿḍun, commitment
gaⁿḍι,onion
gāⁿgal karin,to interrupt
gannι,sugarcane
gāⁿgal,interruption
ganhar,a kind of candied sugar with poppy seeds
gāⁿṭ,eagle
gāⁿṭ,kite
ganṭι,hour
ganun,to be thick
ganun, condense
ganun, congeal
gaⁿzrāwun,to count
gaⁿzrāwun, add up
gaⁿzrāwun, count up
gaⁿzrāwun, calculate
gār,cave
gār, cavern
gār, den
gār, grotto
garbι,womb
garībī,poverty
garībī, neediness
garībī, hardship
garībī, deprivation
gardan,neck
garm,heat
garm, high temperature
garm, warmth
garmī,warm
garmī, temperate
garmī, hot
garmī, affectionate
garmī, loving
garmāwun,to heat
garmāwun, blaze
garmāwun, boil over
garmī danι,herpes
garoh,group
garoh, group of pupils
garoh, course group
garun,sharpen
garun, cut
garun, file
garι pǝṭʰʸ,groom who has to live with his inlaws
garmi,scabies
garmi, itching skin disease
garι,house
garι, dwelling
garι, residence
garι, place of abode
garιd,dust
garιd, dirt
gāš,light
gāš, day time
garιwājenʸ,wife
garιwōl,house holder
gašt,walking
gašt, on foot
gašt, under your own steam
gassι kʰʸun,graze
gaštι karun,walk about
gaštι karun, roaming
gāsι lōw,hay
gat karin,revolve
gat karin, rotate
gat karin, circle
gat karin, turn around
gat karin, gyrate
gāṭa dʸun,teach
gāṭa dʸun, to impart knowledge
gāṭa dʸun, educate
gāsι,grass
gat,turning round
gat, revolving
gat, going round
gātṭʰ,landing-place
gāṭul,wise
gāṭul, clever
gāṭul, bright
gāṭul, intelligent
gāṭul, smart
gāṭul, knowledgeable
gāṭul, intellectual
gāṭul, quick
gāṭul, witty
gaṭι,darkness
gaṭι, night
gaṭι, gloom
gaṭι, dimness
gaṭι, shadows
gatι,revolution
gatι, rotation
gatι, spin
gatι, cycle
gatι, gyration
gāṭιjār,vigilance
gāṭιjār, watchfulness
gāṭιjār, care
gāṭιjār, caution
gāṭιjār, attention
gāṭιjār, observation
gāṭιjār, alertness
gāṭιjār, awareness
gāṭιj,intelligent
gāṭιj, insightful
gāṭιj, quick
gaš,faint
gaš, giddy
gaš, fall unconscious
gaʦʰ,depart
gaʦʰ, leave
gaʦʰ, make tracks
gaʦʰ, disappear
gaʦʰ, set out
gaʦʰ, move off
gaʦʰ, proceed
gaʦʰ, advance
gaʦʰ, go forward
gāv,cow
gaʦʰun,pass
gaʦʰun, go by
gaʦʰun, bypass
gaʦʰun, leave behind
gawā dinιwōl,witness
gawā dinιwōl, onlooker
gawā dinιwōl, spectator
gawā dinιwōl, eyewitness
gawāh,witness
gawāh, onlooker
gawāh, spectator
gawāh, eyewitness
gawāy,minstrel
gawə̄hī,testimony
gawə̄hī, proof
gawə̄hī, evidence
gawə̄hī, indication
gaz,yard
gazabnāk,furious
gazabnāk, fuming
gawə̄hī,to witness
gawə̄hī, behold
gawə̄hī, view
gāzιr,carrot
gazab,wrath
gazab, temper
gazab, anger
gazab, rage
gɔḍ,ankle
gɔḍι,commencement
gɔḍι, beginning
gɔḍι, origination
gɔḍι, start
gɔḍι, instigation
gɔḍι, inauguration
gɔḍ,root
gɔḍ, origin
gɔḍ,stem
gɔdιkor,anklet
gɔgιj,turnip
gɔlāb,rose
gɔlāb, a kind of flower
gɔtι diyun,dive
gɔtι diyun, jump
gɔtι diyun, go underwater
gɔtι diyun, submerge
gɔpʰ,cave
gɔpʰ, den
gɔpʰ, cavern
gɔpʰ, grotto
gɔlə̄mi,slavery
gɔlə̄mi, bondage
gɔlə̄mi, drudgery
gɔlām,slave
gɔlām, person without freedom
gɔtι,dip
gɔtι, sink
gɔtι, douse
gɔtι, submerge
gɔtι, duck
gehnι,ornament
gehnι, adornment
gērι karun,surround
gērι karun, border
gērι karun, enfold
gērι karun, encircle
gēlun,mock
gēlun, laugh at
gēlun, poke fun at
gēlun, tease
genʸ,wrinkle
genʸ, fold
genʸ, crumple
genʸ, crinkle
gǝr,clock
gǝr, watch
gǝr, timepiece
gǝr, wrist watch
gͻʦι,cocoon
gͻʦι, wrap insect larvae in silk thread
gǝv,ghee
gǝv, clarified butter
gewān,singing
gewān, playing
gewān, in performance
gewān, on stage
gewan dǝhar,minstrel
gewun,song
gilāf,cover
gilāf, sheath
gilāf, casing
gilāf, wrapper
gilāsι,cherry
gilāsι,tumbler
gilāsι, glass
gilhari,squirrel
gilāsι kul,cherry tree
gindun,occupy yourself in sport
gindun, have fun
giriftār karun,entangle
giriftār karun, trap
giriftār karun, entrap
giriftār karun, catch up
giriftār,grab
giriftār, grab hold of
giriftār, get hold of
giriftār, arrest
gob,heavy
gob, weighty
gober,dear son
gober, child or the like
gēlun,to ridicule
gobʸer,deafness
gobιr,dear daughter
gobιr, or the likw
god karun,pierce
god karun, prick
god karun, penetrate
god karun, perforate
god karun, puncture
gonah,sin
gonah, offense
gonah, failing
gonah, crime
gonah, wrongdoing
gōl,spherical
gōl, round
gōl, sphere-shaped
gōl, circular
gōⁿd,glue
god,aperture
god, hole
god, opening
goḍnʸuk,first
goḍnʸuk, original
goḍnʸuk, foremost
goḍnʸuk, earliest
gōr karun,consider
gōr karun, think
gōr karun, think about
gōr karun, mull over
gōr karun, reflect on
gōr karun, deliberate
gōr karun, take into account
gōr,saint
gōr, priest (Hindu)
gōr,thick brown sugar
gōr, molasses
goš,inattentive
goš, forgetful
goš, distracted
goš, absentminded neglectful scatterbrained
gālun,to cause to melt
graⁿd,calculation
graⁿd, estimate
graⁿd, sum
graⁿd, adding up
graⁿd, result
graṭṭι,mill
gosul,& v. bathe
gosul, clean
gosul, cleanse
gosul, wash
gratιkǝnʸ,grindstone
gōr,water chestnut
goṭ,dark
goṭ, dim
goṭ, shady
goṭ, shadowy
goṭ, gloomy
gə̄r,hernia
graṭιwōl,miller
grāv karin,blame
grāv karin, hold responsible
grāv karin, charge
grāv karin, accuse
grāv karin, point the finger at
grāv karin, hold accountable
grāv,complaint
grāv, objection
grāv, grouse
grāy,shaking
grāy, shaky
grāy, quivering
grāy, shivering
grazun,to roar
grazun, growl
grɔzun,melody
grɔzun, modify
grɔzun, chorus
grɔzun, rattle
grɔzun, rebound
grɔzun, echo
grɔzun, resound
grɔkʰ,swallow
grɔkʰ, gulp
grēd,vulture
grǝkι-divun,hot
grǝkι-divun, very hot
grǝkι-divun, broiling
grǝkān,boiling
grǝkān, steaming
grǝkʰ,boil
grǝkʰ, simmer
grǝkʰ, bubble
grǝkʰ, cook
grǝkʰ, heat
greⁿd,counting
grezān,reverberate
grezān, rebound
grezān, echo
grezān, resound
grezān, resonate
grīs bāy,cultivator of soil
grīs bāy, planter
grīs bāy, farmer
gēlun,to blame a person by making him ridiculous
grīsʸel,cultivation
grīsʸel, agriculture
grīsʸel, crop growing
grɔz,leg of calf
grīs,cultivator of soil
grīs, planter
grīs, farmer
grūs,agriculturist
grūs, farmer
grūs, cultivator
grūs, grower
grez,echo
grez, resonance
grez, reverberation
grez, boom
gilan,shake
gilan, stir
gilan, blend
gilan, mix
gilan,turning about
gudōm,tether
gudōm, a rope for tying an animal
grʸuhun,eclipse
gudə̄mis gaⁿḍun,to fasten with a tether
guh,dung
guh, compost
guh, manure
guh, ordure
grīstιl,agriculture
grīstιl, farming
grīstιl, cultivation
grīstιl, crop growing
guhun,pulverize
guhun, mash
guhun, pound
gulilāla,tulip
gulilāla, a type of flower
gūlʸ lāyin,to shoot
gūlʸ lāyin, fire 
gūlʸ lāyin, kill
gulʸmīṭ,kiss on hand
gumān karun,presume
gumān karun, speculate
gumān karun, imagine
gōr,molasses
gōr, treacle
gūmbǝz,resonance
gūmbǝz, reverberation
gūmbǝz, boom
gujur,cowherd
gul,wrist
guh,cow-dung; buffalo-dung
gūlʸ,a bullet
gumrah karun,mislead
gumrah karun, misinform
gumrah karun, deceive
gunāhgār,criminal
gunāhgār, offender
gunāhgār, criminal
gunāhgār, lawbreaker
gumrah,astray
gumrah, off course
gumrah, lost
gumrah, off track
gūj,kernel
gūj, nut
gūj, seed
gūj, core
gujur,a man of a certain pastoral tribe which roams over the hills
gupan,herd
gur sawār,horse rider
gūlʸ,a bullet
gur,horse
gūr,milkman
gupan-gūr,cowherd
gupan-gūr, shepherd
gurin,mare
gūrʸ bāy,milkman’s wife
gurus,buttermilk
guzarwān,custom-officer
gutul,sufficient
gutul, adequate
gutul, an adequate amount of
gutul, enough
gūyin,stack
gūyin, mass
gūyin, load
guzrāwun,forward
guzrāwun, promote
guzrāwun, send on
guzrāwun, pass on
gōlι,bomb
gʸēwan bə̄t,song
gʸūr,vertigo
gʸūr, giddy
gʸūr, lightheaded
gʸūr, woozy
gʸūr, dizzy
gə̄bat,slander
gə̄bat, gossip
gə̄bat, a false and malicious statement about another
gιzah,food
guzar,custom
guzar, business patronage
guzar, duties in import
gə̄b gaʦun,vanish
gə̄b gaʦun, disappear
gə̄b gaʦun, fade away
gə̄b gaʦun, go
gə̄bat karān,to utter a slander about
gə̄bat karān, to defame
gə̄bat karān, to gossip
gə̄bat karān, a false and malicious statement about another
gə̄ḍʸ,car
gə̄ḍʸ, vehicle
gə̄ḍʸ, automobile
gə̄fil,negligent
gə̄fil, neglectful
gə̄fil, careless
gə̄liban,probably
gə̄liban, almost certainly
gə̄liban, most likely
gə̄liban, in all probability
gə̄liban, perhaps
gə̄nʸ,a whore
gə̄nʸ, a prostitute
gə̄rhə̄ⁿz,one who collects water chestnut
gāni,prostitutes
gə̄rfə̄nī,immortal
gə̄rfə̄nī, eternal
gə̄rfə̄nī, everlasting
gə̄rfə̄nī, never-ending
gə̄r-hə̄zir,absent
gə̄r-hə̄zir, not present
gə̄r-hə̄zir, missing
gə̄r-hə̄zir, not in attendance
gōⁿʦʰ,mustache
gͻʦ kʸum,silk-worm
guzār,burial place
guzār, last resting place
guzār, post
guzār, station
goḍιniy,at the very first
goḍιniy, first of all
garūr,haughtiness
garūr, arrogance
garūr, pride
ganḍ mιʦrāwun,to open a knot
ganḍ mιʦrāwun, unwrap
ganḍ mιʦrāwun, untie
ganḍ mιʦrāwun, unbolt
ganḍ mιʦrāwun, unlock
gagan,the atmosphere
gagan, sky
gagar dand,a human tooth which is very thin and sharp like that of rat
gah,shinning
gah, brightness
gahajār,shade
gahajār, dim illumination
gahun,to shine
gahun, be bright
gāl,a feeling of shame caused by another's actions
gālav,place in a boat in which luggage is stored
galdār,a grain-merchant
galdāren,either his wife or a female grain-merchant
gali pʰirun,to empty a jar by inverting it and pouring out the contents
galnāy,not molten
galnāy, not melted
galnāy, still unmelted
galnāy, not reduced to a liquid form (usually of metals exposed to heat)
galtān,the receptacle in which the day's receipts of a shopkeeper are deposited
galtān, the till
gālιwun,a destroyer
galιboḍ,one who has naturally a loud voice
gāⁿgal gaʦʰin,in the course of one piece of work
gāⁿgal gaʦʰin, to forget about it and to become busily engaged in another work
galιwān,one who habitually bullies and shouts at other
gǝdʸ,a royal palace where the king transacts business
gǝdʸ, the royal court
galιwə̄n,one who habitually bullies and shouts at other
gāⁿgιlāwun,to interrupt one when he busily engaged in some work
gari,in the house
gari, at home
gardi gaʦʰun,to become dusty
garuk,produced in a house
garik,produced in a house
garik, the family
gāⁿgιlun,to have one's attention diverted from any work
gegιr,the upper open part of a pair of drawers or pāy-jāmas
gardenʸ ganḍ,a name given to the nape of the neck
garēbān,a collar
garēbān, the opening or neck of a garment
gārι,continued longing
gārι, unsatisfied even by obtaining the desired object
gǝjʸ ṭʰor,the cover of traditional fire opening
gǝkʰιrband,inarticulate noise or shouting
gǝkʰιr,inarticulate noise
gelʸ,hitting anything by throwing a stick at it
gēlʸ,a thick solid beam
gilan mārin,to turn
gilan mārin, to flaunt or flourish one's ornaments
gǝl gǝl gaʦʰun,humiliated by abuse
gǝl gǝl gaʦʰun, shyly
gǝlitʰ gaʦʰun,to be melted
gǝlitʰ gaʦʰun, to be humble or humiliated by abuse or fear
gilaṭʰ,palting (sliver or gold)
gīdι,the excrement of a newly born child or other newly born animal
gīr gaʦʰun,met. to distress
gīr gaʦʰun, vex
gīr gaʦʰun, worry
gīr gaʦʰun, harass
gōhar,nature
gōhar, essence
gōhar, substance
gōhar, jewel
gol,the inside part of the corners of the mouth
gōl mōl,confusion
gōl mōl, jumble
gōl mōl, mess
golur,a swelling of the jowl or lower part of the cheek
gīrι rang,the colour of red ochre
gilιwun,to swindle
gōlι,a ball
gōlι, globe
gōrιbāy,the wife of a family priest
gujrenʸ,woman of a certain pastoral tribe which roams over the hills
gulēl,a pellet-bow
guhiy ambar,a pile of cow-dung
guhiy ambar, a dunghill
gujir,pastoral tribe which roams over the hills
gulnār,the flower of pomegranate
gul miyūṭʰ,a kiss on the forearm; or a gift fastened on the forearm of a child on the certain occasion like child birth
gul miyūṭʰ, wedding
gulnār,very red like flower of pomegranate
gulnār, crimson
gͻgι manzul,a child's swinging cot
gulubān,one who takes care of a herd of horses during pasturing
gulʸ ālιwǝn,to pass the hands over the head and face in order to pacify
gulʸ,name of a certain plant
gulʸ, Cichorium intybus
gulι,the act of churning or beating up by hand of two liquids together
gulι,the forearm
gulι, the arm between the elbow and the wrist
gulιwun,to roll something in the mouth
gurun,a young fish
gurun, any tiny fish
guhistān,the anus
gιhnāy,not ground
gιhnāy, not reduced to a fine powder
guh kʰonʸ,to eat ordure
guh kʰonʸ, to utter filthy lying words
gurʸ sawə̄r,horse ride
gol,the mouth of a jar
gol, opening of a bag
gol, entrance to a cave
gͻlāb ə̄rakʰ,rose=water
gͻlālι,the red poppy
gͻlālι, Papaver rhœas
gͻlə̄b,of the colour of a rose
gͻlə̄b, rosecoloured
gͻlə̄b, rosy
gͻlə̄b, pink
gə̄r wǝjib,improper
gə̄r wǝjib, unreasonable
gə̄r wǝjib, unjust
gə̄r wǝjib, wrong
gͻḍι,at first
gͻḍι, firstly
gə̄rι trāwun,to encompass
gə̄rι trāwun, surround
gə̄rι trāwun, walk round
gͻlur,the shell or skin of a walnut
gə̄rʸ,other
gə̄rʸ, different
gə̄rʸ, strange
gə̄rʸ, foreign
gͻrdə̄l,name of a certain fruit
gͻrdə̄l, a small apricot
habšī,negro
hagur,wheel
hajām,barber
hakə̄ni,true
hakə̄ni, factual
hakə̄ni, real
hakə̄ni, accurate
hakə̄ni, authentic
hakə̄ni, bona fide
hakə̄ni, correct
hak,duty
hak, responsibility
hak, obligation
hak, sense of duty
haftι,week
hakārat,scorn
hakārat, disrespect
hakārat, disapproval
hakārat, disdain
hakārat, contempt
hāk,vegetables
hāk, lattice leaf
hakʰdār āsun,deserve
hakʰdār āsun, be worthy of
hakʰdār āsun, ought to have
hakʰdār āsun, earn
hakīkat,reality
hakīkat, fact
hakīkat, actuality
hāl,hall
hakīr zanun,despise
hakīr zanun, hate
hakīr zanun, look down on
hakīr zanun, deride
hakīm,doctor
hakīm, physician
hǝkim,person in charge
hǝkim, organizer
hǝkim, chief
hǝkim, boss
hal,plough
hāl,condition
hāl, order
hāl, situation
hāl, state
hāl, form
hal,womb
halāl,legal
hālav,locust
hālat,condition
hālat, state
hālat, form
hālat, situation
hālat, circumstance
hālat, order
hālas,for present state
hālas, status
hālas, situation
hālas, condition
halwāy,confectioner
hālιhāl,recently
hālιhāl, freshly
hālιhāl, in recent times
hālιhāl, a moment ago
hālιhāl, lately
halīm,& adj. humbleness
halīm, humility
halīm, modesty
halīm, unassuming nature
ham umιr,equal in age
ham umιr, same in age
hamdardī,sympathy
hamdardī, kindness
hamdardī, compassion
hamdardī, empathy
hamdardī, understanding
hamām,& v. bath
hamām, wash
hamām, have a bath
hamām, bathe
hamām, shower
hamēšι,always
hamēšι, forever
hamēšι, eternally
hamēšι, endlessly
hamēšι, perpetually
hamēšι, continually
hāmī,defender
hāmī, protector
hāmī, guard
hāmī, warden
hāmī, guardian
hāmī, supporter
hamsāyih,neighbour
hamsāyih, fellow citizen
hamlι,assault
hamlι, physical attack
hamlι, attack
hamlι, beating
hand,name of wild herbal plant
hamtōl,pole
hana,less
hana, a lesser amount of
hana, not as much of
hana, fewer
hāⁿ-ḍūn,chestnut
hang-te-mang,accidentally
hang-te-mang, by chance
hang-te-mang, unintentionally
hang-te-mang, inadvertently
hang-te-mang, out of the blue
hāⁿgǝlʸ bacī,fawn
hāⁿgǝlʸ bacī, young deer
hāⁿgιj,snail
heng,horn
hāⁿgul,deer
hāⁿṭʰ,barren (woman)
hāⁿṭʰ, infertile
hāⁿṭʰ, unproductive
hamud,thank
hamud, gratitude
hamud, recognition
hāⁿgal,deer
hāⁿkal,chain
hāⁿkal, sequence
hāⁿkal, group
hə̄ⁿz,boatman
hāⁿʦ,conviction
hāⁿʦ, guilty verdict
hāput,bear
hār,cowry
hār,failure
hār, not a success
hār, disappointment
har hamēšι,eternal
har hamēšι, ceaseless
har hamēšι, never-ending
har hamēšι, uninterrupted
har hamēšι, continual
hāpιʦ,bear
hār,June
harahιr karinʸ,to fight
harāmkə̄rī,fornication
harahar,fight
har,quarrel
har, fight
har, dispute
harfι-pat-harfι,verbatim
harfι-pat-harfι, word for word
harfι-pat-harfι, exactly
harfι-pat-harfι, literally
harfι-pat-harfι, accurately
hartāl,strike
harf ba harf,verbatim
harf ba harf, exactly
harf ba harf, word for word
harf ba harf, to the letter
harf,letter
harf, words
hardam,each time
hardam, every time
harkār,spy
harkār, secret agent
harkār, detective
hargah,otherwise
hargah, or else
hargah, if not
hārun,fail
hārun, disappointed
hargiz,in the least
hargiz, the least bit
hargiz, remotely
hargiz, at all
harārat,temperature
harhǝmēšι rozanwōl,forever
harhǝmēšι rozanwōl, for all time
harhǝmēšι rozanwōl, for eternity
harhǝmēšι rozanwōl, until the end of time
haš,mother-in-law
haš mə̄j,wife’s mother
haš mə̄j, mother-in-law
harud,harvest
harud, yield
harud, return
hasd,unkindness
hasd, jealousy
hasd, spitefulness
hasd, nastiness
hasd, covetousness
hasd, envy
hasdī,jealous
hasdī, green
hasdī, green-eyed
hasdī, envious
hasdī, resentful
hāši,margin
hatā,hallo!
hatay,hallo!
haspatāl,hospital
hatʰ,hundred
haṭāwun,to remove
haṭāwun, take away
haṭāwun, get rid of
haṭāwun, do away with
haṭāwun, eradicate
haṭāwun, detach
hawā,airstream
hawā, current of air
hawā, breeze
hatʸum,hundredth
hatsā,hallo!
hawā cʸon,to blow
hawā cʸon, breeze
hawā cʸon, blast of air
hawā cʸon, gust of air
hawālι,deposit
hawālι, set down
hawālι, put down
hawālι, place
hawālι, payment
hǝrsι,traditional dish of meat and saffron
hawālι karun,assign
hawālι karun, hand over
hawālι karun, trust
hawālι karun, consign
hāy,spider web
hāv bāv karun,good deal
hāv bāv karun, good buy
hāv bāv karun, haggle
hāv bāv karun, negotiate
hāv bāv karun, bargain
hawādakι,whiff
hāwun,disclose
hāwun, unveil
hāwun, make known
hāwun, relate
hāwun, release
hayā,modesty
hayā, reticence
hayā, humility
hayā, reserve
hayādār,modest
hayādār, self-effacing
hayādār, humble
hayādār, reserved
hayādār, simple
hawə̄liyet,support
hawə̄liyet, assistance
hawə̄liyet, defense
hawə̄liyet, backing
haya,hello!
hazrat,saint
hazrat, one blessed in heaven
hāywān,quadruped
hāywān, four-footed animal
hazm karun,digest
hazm karun, absorb
hazm karun, take in
hazm karun, summarize
hazm karun, process
hazm karun, grasp
hɔcʰer,drought
hɔcʰer, lack
hɔʦun,rot
hɔʦun, decompose
hɔʦun, decay
hɔʦun, perish
hecʰimut,learned
hǝcʰmιʦ,withered
hǝcʰmιʦ, shrunken
hǝcʰmιʦ, thin
hecʰnāwun,to teach
hecʰnāwun, to impart knowledge
hecʰnāwun, educate
hecʰun,learn
hecʰun, practice
heḍar,mushroom
heḍḍun,ridicule
heḍḍun, mock
heḍḍun, make fun of
heḍḍun, tease
hǝhar,brother-in-law
hehrιbāb,father-in-law
hekanwōl,strong
hekanwōl, muscular
hekanwōl, tough
hekanwōl, hard-wearing
hekat,strength
hekat, power
hͻʦ,authority
hͻʦ, power
hͻʦ, ruler
hekun,able to
hekun, capable of
hekun, equipped
hekun, prepared
hǝna ṭʰιrit,after a while
hǝna ṭʰιrit, after some time
hendwend,water melon
hendwendι kul,water melon plant
hēr,scaling ladder
hēr, a stair case
hǝs daⁿd,ivory
hǝrud,Autumn
hǝṭ,wood
hǝṭ, firewood
hǝṭ, timber
hendιwend bʸōl,water melon seed
hēzι,cholera
hēzι, a severe
hēzι, infectious intestinal disease
hīh,jasmine
hilāt,waistband
hilāt, belt
himmat,courage
himmat, bravery
himmat, guts
himmat, daring
himmat, audacity
hindustə̄n,īndian
hinι,neigh
hisāb kitāb,account ledger
hisāb kitāb, sums
hisāb kitāb, computation
hisāb karun,reckon
hisāb karun, calculate
hisāb karun, add up
hisāb karun, total
hisāb karun, count
hisāb tʰāwun,account
hisāb tʰāwun, description
hisāb tʰāwun, version
hisāb tʰāwun, explanation
hitʰ,pretext
hitʰ, excuse
hitʰ, ploy
hitʰ, alleged reason
hisāb,bill
hisāb, statement
hisāb, check
hisāb, receipt
hisāb, cost
hisāb, balance
hisāb, price
hisāb, debt
hišerʸ karun,compare
hišerʸ karun, match up to
hišerʸ karun, put side by side
hišerʸ karun, balance
hišerʸ karun, evaluate
hissι,& v. share
hissι, part
hissι, portion
hissι, piece
hissι, split
hissι, divide
hissι, divide up
hiyul,cluster
hiyul, bunch
hiyul, gather
hiyul, come together
hokʰ gāsι,straw
hiyuv,level
hiyuv, smooth
hiyuv, flat
hokʰ,dry
hokʰ, dried out
hokʰ, waterless
hokʰ, arid
hol,flank
hol, waist
hͻcʰ,dried up
hͻcʰ, shrinked
hͻcʰ, drooped
hͻcʰ, become weakened
hokʰmut,dried out
hokʰmut, dehydrated
hokʰmut, ironic
holι,oblique
holι, slanting
holι, at an angle
holι, indirect
hamsāybāy,neighbour
holι,crock
holι, crooked
holι, bent person
holι, not straight person
hoⁿgenʸ,chin
hoⁿgenʸ, jowl
hōr,thither
hōr, to or towards that place
hōrun,repay
hōrun, pay back
hamə̄m,in winters
hos,elephant
hosinʸ,elephant
hōšyāri,cleverness
hōšyāri, cunning
hōšyāri, quickness
hōšyāri, expertise
hōšyāri, adeptness
hōšyār,clever
hōšyār, skilled
hōšyār, bright
hōšyār, smart
hōšyār, witty
hājat,need
hājat, beg
hājat, pray
hājat, ask humbly for
hājat, beseech
hōšanmanz,conscious
hōšanmanz, informed
hōšanmanz, well-versed
hōšanmanz, educated
hōš,vigilant
hōš, watchful
hōš, alert
hōš, attentive
hōš, aware
hōš, observant
hōš, wary
